docity,강원강릉시,강원고성군,강원동해시,강원삼척시,강원속초시,강원양구군,강원양양군,강원영월군,강원원주시,강원인제군,강원정선군,강원철원군,강원춘천시,강원태백시,강원평창군,강원홍천군,강원화천군,강원횡성군,경기가평군,인천시강화군,경기고양시,경기과천시,경기광명시,경기광주시,경기구리시,경기군포시,경기김포시,경기남양주시,경기동두천시,경기부천시,경기성남시,경기수원시,경기시흥시,경기안산시,경기안성시,경기안양시,경기양주시,경기양평군,경기여주시,경기연천군,경기오산시,인천시옹진군,경기용인시,경기의왕시,경기의정부시,경기이천시,경기파주시,경기평택시,경기포천시,경기하남시,경기화성시,경상거제시,경상거창군,경상경산시,경상경주시,경상고령군,경상고성군,경상구미시,경상군위군,경상김천시,경상김해시,경상남해군,경상달성군,경상마산시,경상문경시,경상밀양시,경상봉화군,경상사천시,경상산청군,경상상주시,경상성주군,경상안동시,경상양산시,경상영덕군,경상영양군,경상영주시,경상영천시,경상예천군,경상울릉군,경상울주군,경상울진군,경상의령군,경상의성군,경상진주시,경상진해시,경상창녕군,경상창원시,경상청도군,경상청송군,경상칠곡군,경상통영시,경상포항시,경상하동군,경상함안군,경상함양군,경상합천군,경상부산시,경상울산시,광주시광산구,광주시남구,광주시동구,광주시북구,광주시서구,대구시달서구,대구시수성구,대구시달성군,대구시북구,대구시서구,대구시중구,대전시대덕구,대전시동구,대전시서구,대전시유성구,대전시중구,부산시강서구,부산시금정구,부산시남구,부산시동구,부산시동래구,부산시부산진구,부산시북구,부산시사상구,부산시사하구,부산시서구,부산시수영구,부산시연제구,부산시영도구,부산시중구,부산시해운대구,부산시기장군,서울강남구,서울강동구,서울강북구,서울강서구,서울관악구,서울광진구,서울구로구,서울금천구,서울노원구,서울도봉구,서울동대문구,서울동작구,서울마포구,서울서대문구,서울서초구,서울성동구,서울성북구,서울송파구,서울양천구,서울영등포구,서울용산구,서울은평구,서울종로구,서울중구,서울중랑구,울산시남구,울산시동구,울산시북구,울산시울주군,울산시중구,인천시계양구,인천시남동구,인천시동구,인천시부평구,인천시서구,인천시연수구,인천시중구,전라강진군,전라고창군,전라고흥군,전라곡성군,전라광양시,전라구례군,전라군산시,전라김제시,전라나주시,전라남원시,전라담양군,전라목포시,전라무안군,전라무주군,전라보성군,전라부안군,전라순창군,전라순천시,전라신안군,전라여수시,전라영광군,전라영암군,전라완도군,전라완주군,전라익산시,전라임실군,전라장성군,전라장수군,전라장흥군,전라전주시,전라정읍시,전라진도군,전라진안군,전라함평군,전라해남군,전라화순군,전라광주시,제주서귀포시,제주제주시,충청계룡시,충청공주시,충청괴산군,충청금산군,충청논산시,충청단양군,충청보령시,충청보은군,충청부여군,충청서산시,충청서천군,충청아산시,충청영동군,충청예산군,충청옥천군,충청음성군,충청제천시,충청증평군,충청진천군,충청천안시,충청청양군,충청청주시,충청충주시,충청태안군,충청홍성군
강원정선군,0.028801904423000242,,0.030351681675712668,0.02895222943194157,,,,0.0465755777602133,,,0.7,,,0.03490067296917645,0.054654657816528715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02397967125607285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025555669530019576,,,,,,,,,,,0.026227935137334416,,,,,,,,
강원철원군,,,,,,0.01724165337642357,,,,,,0.7,0.02178665234364217,,,,0.02937668522077779,,0.026199626952928646,,,,,,,,,0.017804274407671454,0.029251831313661276,,,,,,,,0.02196292846778683,,,0.04729085633775253,,,,,0.01979847869830479,,,,0.03441553010747287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01726235809848599,0.017609124675092215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원춘천시,,,,,,0.02755758513906433,,,,0.021422882460807716,,0.020044323338612592,0.7,,,0.037996844644175756,0.03752033686871897,0.01928812112779706,0.04672935226483705,,,,,,,,,0.017833872585136905,0.015997373626618405,,,,,,,,,0.019485103535541625,,,,,,,,,,,0.02022309328753008,0.015901111121159467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원태백시,,,0.032297498067250775,0.037896370910070254,,,,0.028969953753100342,,,0.03590132306247574,,,0.7,0.023415266223953513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03582284309342672,,,,,,,,0.023876060385302815,0.02630940767931531,,,,,0.032505444080997356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023005832744107158,,,,,,,,,,,,,,,,,,,
강원평창군,,,,,,,,0.056445969156779956,0.029439263090062333,,0.051250576387777066,,,0.021344894954217188,0.7,0.021451767410062127,,0.03211283224894571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02855012688590641,,,,,,,,,,,0.038581123706672056,,,,,,0.02082344615957717,,
강원홍천군,,,,,,0.023318896170684132,,,0.02753167560154231,0.022600608463800412,,,0.04403527583969456,,0.019058415784913997,0.7,0.02264461160091391,0.04473943251567317,0.029859049277642356,,,,,,,,,0.018308609267906336,,,,,,,,,,0.025918624799380837,0.021984800677848092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원화천군,,,,,,0.055064301538041496,,,,0.033401505733680066,,0.03901678179442499,0.05416446870305584,,,0.02820716550209227,0.7,,0.03864868592736968,,,,,,,,,,,,,,,,,,,,,0.024506645328279647,,,,,,,,,0.026990445473055853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원횡성군,,,,,,,,0.019089115619844912,0.05881160933566358,,,,0.021255701139211696,,0.02712905406501598,0.04254247904381913,,0.7,0.018388187837165802,,,,,,,,,,,,,,,,,,,0.023630824819621307,0.02764937284571543,,,,,,,0.019341908005411124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023621854291748595,,,,,,0.01853989299678235,,
경기가평군,,,,,,0.007242189482290602,,,,,,0.009698399560612025,0.018801557597953857,,,0.010366373584292526,0.010771868476523833,0.006713631337881834,0.7,,,,,0.007392137578758919,0.008892248945431775,,,0.011222969748551961,0.009409913827677549,,0.0071220629967402825,,,,,,0.009214494255705611,0.01000391459037702,,0.00786391390804087,,,,,0.00878379617182902,,,,0.013493747115249605,0.009103244772515277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007059342548119664,0.007933568100186226,0.007950791114221784,,,0.007608721948685032,,,0.008511501949222835,0.008507267273380055,0.007533870912479918,,,0.0065622850587429985,0.006629787539877645,0.00739641840685091,0.007430584024037363,0.00756189287918912,,,0.00653756985432213,0.006635408208243604,0.0069104366582267,0.007009168314779699,0.008526443427324322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007598477831677403,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천시강화군,,,,,,,,,,,,,,,,,,,,0.7,0.010558884151514672,0.005066358214053968,0.0064105283533700055,,0.0048486881824171425,0.004910788837017499,0.011528128920548419,,0.005370756040984367,0.007917099307292598,,,0.005798082777681446,0.00487388374333372,,0.005040463853556611,0.005809572914369488,,,,,0.007974640584240819,,,0.005956674097880644,,0.011122321394527445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005154193914942645,,0.00586167123278168,0.007414347849671781,0.005651135209306882,0.004996153744165359,0.006364199067617874,0.005830087815903231,0.005601284384462804,0.0057212630721157,0.00547378761451553,0.006015588321943021,0.006767699217623196,0.006546108839236973,0.005088125383172408,0.0054519108443695915,0.005735667280073363,,0.006808190804484492,0.006572960037639559,0.005960627229913793,0.00680830761853335,0.006034997685836412,0.0058052546943277656,0.005156321056134841,,,,,,0.00903699256910524,0.007333563549394594,0.008691372670991952,0.008599198253013649,0.010408980520820715,0.007039335850429759,0.0088838022946829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기고양시,,,,,,,,,,,,,,,,,,,,0.00460200060351062,0.7,0.003934840115662059,0.005787551750604595,0.0024840930009102364,0.0038881001262386105,0.003466371682292749,0.017522844925069073,0.0031989316516203856,0.0033645081254397163,0.007346604693028963,0.0031111837612028577,0.002795342044207362,0.004010603305185344,0.00309927940265881,,0.0037275546739785207,0.004505644173759104,,,0.0022532490910194087,,0.004693895125486191,,0.0032077470853717534,0.005103687850762155,,0.011070312805935368,,0.002727669481184516,0.0030419589560442624,0.002429905818128123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004343052938077889,0.003677159277074651,0.005621805479294731,0.009119717052668215,0.004904677977518843,0.004126115809597319,0.006024973053706108,0.004872092654452438,0.005031221455079829,0.005190994231292735,0.004953654127047189,0.005720753276012935,0.00787770760786355,0.007429350121207783,0.00416541951926929,0.004908547274897334,0.005471596433526461,0.0037459573327443757,0.0070401493862351115,0.006854535190779252,0.005816860414637051,0.00834489218334545,0.006116629878833877,0.005597291279127203,0.004361924707509116,,,,,,0.00916963359657603,0.005352464262344067,0.005323260346798597,0.007260317108920203,0.008215626866021718,0.004349100695782347,0.005100176646883952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025384615655736124,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기과천시,,,,,,,,,,,,,,,,,,,,0.0015201527064328685,0.002708880007806835,0.7,0.007047826570575282,0.003619921254636884,0.0038577966434194294,0.009712686775181369,0.0027082958985341554,0.002804550512075921,0.001614185602991699,0.0039838080118201795,0.006068356994216338,0.006094057814419286,0.004987195967839087,0.004510965428561852,0.0016037677047641818,0.01651573998046969,0.0021492180239609,0.001920123634979586,0.0014481245617188178,,0.002675075656366497,0.0027639652636313075,0.002982164383908887,0.008991404381924289,0.002480642318222616,0.001974686273627578,0.0020886126003444245,0.0017219999743520755,0.0015580366570814048,0.003652437641219728,0.0029559828588476265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007705239605992601,0.005219068986424097,0.003627493789631912,0.004709716166610178,0.013604402079788564,0.005814380342645861,0.007453014732695372,0.010766299134214926,0.0033322588812530786,0.0031611852709872456,0.005107751588572697,0.008418690306696818,0.005202255763223773,0.00496756050080879,0.011853646278183222,0.0055196074102278146,0.0047680876110959254,0.006084977775487774,0.0059259468217321394,0.006359244441682284,0.0069431119704789854,0.004293942960269053,0.005352990892426761,0.005721910964690808,0.0039369284076875444,,,,,,0.0033708401019948145,0.0037306567775285612,0.002763558485806916,0.003388824494214295,0.0027953622087631153,0.0031121650671552333,0.0026067882990986843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036614297779994157,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광명시,,,,,,,,,,,,,,,,,,,,0.001656111470251216,0.00343053599702948,0.006068196342988541,0.7,0.0020993344934539535,0.0027673203552828585,0.005114920384823701,0.0036778067469991856,0.0020739428004625826,0.0014680564836524847,0.00785139181579163,0.002954934709032762,0.0031708983830144723,0.006043846906595905,0.0037338789786612128,,0.00603024417998151,0.001962242765575864,0.0013430234247267126,,,0.001796187964653129,0.0036176091224607277,0.0018322103285763288,0.0042286613292723246,0.002274611879377498,0.0013287263041162653,0.002297051295225924,0.0012658485753116841,0.0013450629598536,0.002335720482875415,0.0023712890512321864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004423990509779204,0.0031342079466127578,0.0032311138695141797,0.009053885214943557,0.009607392696510423,0.0036321831720384085,0.026779662503885155,0.016634275250030445,0.0028600991172857766,0.0027796946841708377,0.00393195118534416,0.009713648621032706,0.0072380049477271885,0.005739088892948305,0.004976698478765685,0.004130192127142233,0.004037192447334958,0.0034115045330160307,0.017250756104256994,0.012293859217695215,0.0066314388518969505,0.004945288468897963,0.005056536561628684,0.004899890280687951,0.0029982432142387186,,,,,,0.005554872248008826,0.005993716817846307,0.0037460795583708004,0.005569512351093417,0.003987996175980538,0.004069170821296487,0.0034175361410103276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021306514577296614,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기광주시,,,,,,,,,0.0019157663104322753,,,,,,,,,,0.0022179312247440227,,0.0022639791716647863,0.0047922671641477425,0.003227892955506644,0.7,0.0050235975105174255,0.003920843281338473,0.002164887250446661,0.004625163821968746,0.0020016369066496505,0.0025512409623324804,0.010934953633247422,0.004524354123679849,0.0028252566652861148,0.002946922074153384,0.002492909122728054,0.004202039797678967,0.002529793955878625,0.005140565289165219,0.003132923306853899,,0.003373481699595849,0.002074882675417571,0.005434096235511331,0.004263045009730099,0.002792265988610604,0.005040568453162436,0.0020051829624492994,0.00232121342111612,0.0021297319835225127,0.008093798134469163,0.0025438071728128894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005287146503814263,0.006635615301671544,0.003550616247387956,0.0029280249840054552,0.0041046847308474355,0.005572734420704277,0.0033764255304329443,0.0036109504498652713,0.003585998544203965,0.003396918190980824,0.004397600686327421,0.0038056943921671023,0.003274949849395214,0.0034011453107755988,0.005404310692856736,0.0045021046114241976,0.004005890864491931,0.006648827493205809,0.0031478000647949898,0.0033445344746134186,0.003921801183471188,0.003206464175101418,0.0037991040836109543,0.004056481212656557,0.004456044880595343,,,,,,0.0023717880711731478,0.002433331974452826,0.0020782986959357584,0.0023457723394137804,0.002128530173704162,0.002219194497048217,0.0020091556536465075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06748506145040552,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기구리시,,,,,,,,,,,,,,,,,,,0.0020497777787105574,0.0014797031967254055,0.0027224452237030058,0.003923723208383676,0.0032689934789572918,0.0038595082242694045,0.7,0.0028089265262645053,0.0023874634693333194,0.009771353081968267,0.0024986787239356777,0.0025890022919107707,0.005424525751797621,0.0025669446929976534,0.0023329742518178624,0.0021194049995149587,,0.003181973089926645,0.0038836709935518407,0.0025997366569210584,0.0015687363163212607,0.001558425387466438,0.001757162645182676,0.0018773617908015442,0.0021522282740997797,0.0027964729784077103,0.004828693336481902,0.0019553538330238443,0.0024327098902506583,,0.002567593698238315,0.009006535254672331,0.0017043275741726008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007772959729063747,0.01218027550718649,0.008337624024034285,0.0034681549486128022,0.004291796439097189,0.01165959652787248,0.003631881634056535,0.0034117436035282665,0.009402507776309599,0.007944307801822457,0.01062544846429628,0.004571066270656323,0.004406151765503663,0.005106956507732439,0.005816224218016517,0.009826736410367059,0.008864791403579398,0.009560271535572927,0.003526986565490275,0.003979415291460733,0.0055421100848790745,0.00493046644804009,0.0064898580710529286,0.007188743888430712,0.024673501919321657,,,,,,0.0024756042950588478,0.002253969918914997,0.0019381632589490715,0.0023382350618656933,0.0021543652330070647,0.0019478289295818353,0.0018628213287929403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004145028518037099,,,,,,,,,,,,,,,,,,,,,,,,,,,
