Unnamed: 0,행정구역(시도),행정구역(시군구),연도,총인구수(명),유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,학령인구(명),총인구수-학령인구(명),행정구역
3906.0,강원특별자치도,양구군,2027,35695.0,12.0,12.0,208.0,348.0,157.0,82.0,2586.0,31090.0,강원특별자치도 양구군
4129.0,강원특별자치도,양구군,2028,35669.0,12.0,12.0,209.0,348.0,157.0,82.0,2545.0,31075.0,강원특별자치도 양구군
4352.0,강원특별자치도,양구군,2029,35650.0,12.0,12.0,208.0,348.0,157.0,82.0,2511.0,31064.0,강원특별자치도 양구군
4575.0,강원특별자치도,양구군,2030,35637.0,12.0,12.0,209.0,348.0,157.0,82.0,2482.0,31055.0,강원특별자치도 양구군
4797.0,강원특별자치도,양구군,2031,35628.0,12.0,12.0,208.0,348.0,157.0,82.0,2458.0,31049.0,강원특별자치도 양구군
5020.0,강원특별자치도,양구군,2032,35622.0,12.0,12.0,209.0,348.0,157.0,82.0,2438.0,31044.0,강원특별자치도 양구군
118.0,강원특별자치도,양양군,2010,43367.224540580886,16.23166808615901,14.53077794682743,320.0652262651582,356.86787390803744,215.0181590045625,115.81604606961125,4362.0,35592.130796602294,강원특별자치도 양양군
341.0,강원특별자치도,양양군,2011,43284.17033180065,16.23166808615901,14.53077794682743,320.4681423689501,356.1500825099531,204.47177507732985,115.24486189170904,4224.0,35720.037426074756,강원특별자치도 양양군
564.0,강원특별자치도,양양군,2012,43216.366768093576,15.403917260088276,14.53077794682743,307.16297250344576,354.0471140110394,216.05642038854495,104.95834053952608,4040.0,35861.62408434086,강원특별자치도 양양군
787.0,강원특별자치도,양양군,2013,43060.25589960568,15.403917260088276,14.53077794682743,270.946663048543,351.4803238842346,209.7657470076795,103.10354065113152,3868.0,35960.798752904586,강원특별자치도 양양군
1010.0,강원특별자치도,양양군,2014,42836.85422897859,15.447480924858352,14.53077794682743,252.42629923883155,353.0058014932483,224.8342782590981,101.67050057332396,3744.0,36016.71538291315,강원특별자치도 양양군
1233.0,강원특별자치도,양양군,2015,42731.00674149525,15.203264258976532,14.53077794682743,268.5034383173708,362.79149748275375,193.08351684819797,97.35292295326728,3622.0,36183.66364175034,강원특별자치도 양양군
1456.0,강원특별자치도,양양군,2016,42467.22513414141,14.941882270356066,14.53077794682743,241.781525279917,379.52405591834486,179.10250977226104,107.48285133343369,3423.0,36214.09392264778,강원특별자치도 양양군
1679.0,강원특별자치도,양양군,2017,42507.438842457974,14.894771928972718,14.53077794682743,189.7915836428326,384.22473403643426,190.2154117448248,99.1513406792571,3309.0,36472.4696015269,강원특별자치도 양양군
1902.0,강원특별자치도,양양군,2018,42357.09940505411,14.84766158758937,14.53077794682743,214.1486280234543,372.2962132590579,174.93932582861967,97.17755548942658,3227.0,36529.27478189112,강원특별자치도 양양군
2125.0,강원특별자치도,양양군,2019,42568.141229321576,15.010472698177251,13.689277310195488,199.83440357337437,388.33503189490375,177.58427747174778,105.1230520320417,3157.0,36938.47133621741,강원특별자치도 양양군
2348.0,강원특별자치도,양양군,2020,42785.892953054645,14.915486944804003,13.732840974965567,176.3185062174814,398.74278542282315,164.11645581484265,91.56549317614596,3046.0,37360.35951098619,강원특별자치도 양양군
2571.0,강원특별자치도,양양군,2021,42792.45510716041,14.090517724739984,13.732840974965567,166.10770082385855,409.5903861022851,140.85900956885482,94.30572309853906,2931.0,37538.29379714582,강원특별자치도 양양군
2794.0,강원특별자치도,양양군,2022,42683.388487918266,14.043407383356636,13.776404639735643,164.25884080634452,477.67809081450326,155.8894457947186,98.53580216167268,2757.0,37688.7844380974,강원특별자치도 양양군
3017.0,강원특별자치도,양양군,2023,42683.0,14.0,14.0,169.0,510.0,152.0,97.0,2630.0,37860.0,강원특별자치도 양양군
