연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,Type,DataSetID
2016,370613.0,-7891.0,-2.084786422,42.0,23.0,3282.0,1643.0,2609.0,693.0,-10477.0,47925.0,-5.726256983,2.376,Train,431
2017,368550.0,-2063.0,-0.556645342,42.0,23.0,2805.0,1560.0,2539.0,628.0,-3417.0,45632.0,-4.784559207,4.024,Train,431
2018,367778.0,-772.0,-0.209469543,42.0,23.0,2698.0,1659.0,2664.0,632.0,-2246.0,43924.0,-3.742987377,6.303,Train,431
2019,367678.0,-100.0,-0.027190316,39.0,23.0,2633.0,1708.0,2449.0,684.0,-1379.0,42181.0,-3.968217831,5.595,Predict,431
2015,378504.0,-3848.0,-1.006402477,42.0,23.0,3611.0,1701.0,2934.0,726.0,-6742.0,50836.0,-5.167332015,2.177,Train,432
2016,370613.0,-7891.0,-2.084786422,42.0,23.0,3282.0,1643.0,2609.0,693.0,-10477.0,47925.0,-5.726256983,2.376,Train,432
2017,368550.0,-2063.0,-0.556645342,42.0,23.0,2805.0,1560.0,2539.0,628.0,-3417.0,45632.0,-4.784559207,4.024,Train,432
2018,367778.0,-772.0,-0.209469543,42.0,23.0,2698.0,1659.0,2664.0,632.0,-2246.0,43924.0,-3.742987377,6.303,Train,432
2019,367678.0,-100.0,-0.027190316,39.0,23.0,2633.0,1708.0,2449.0,684.0,-1379.0,42181.0,-3.968217831,5.595,Train,432
2020,379480.0,11802.0,3.209873857,37.0,23.0,2296.0,1746.0,2421.0,612.0,10783.0,41984.0,-0.467034921,4.766,Predict,432
2013,239740.0,-3492.0,-1.43566636,17.0,15.0,2129.0,1058.0,1795.0,450.0,-4688.0,34734.0,-3.180487805,-2.113,Train,433
2014,235951.0,-3789.0,-1.580462167,17.0,15.0,1976.0,1120.0,1560.0,471.0,-5017.0,33188.0,-4.450970231,1.491,Train,433
2015,233342.0,-2609.0,-1.105738056,17.0,15.0,1967.0,1113.0,1515.0,424.0,-4297.0,31886.0,-3.923104737,1.501,Train,433
2016,230241.0,-3101.0,-1.328950639,17.0,15.0,1708.0,1137.0,1366.0,441.0,-4491.0,30368.0,-4.760710029,3.133,Train,433
2017,229161.0,-1080.0,-0.46907371,17.0,15.0,1464.0,1150.0,1357.0,389.0,-1468.0,29035.0,-4.389488936,5.225,Train,433
2018,228999.0,-162.0,-0.070692657,17.0,15.0,1377.0,1203.0,1400.0,391.0,-462.0,28164.0,-2.999827794,8.598,Predict,433
2014,235951.0,-3789.0,-1.580462167,17.0,15.0,1976.0,1120.0,1560.0,471.0,-5017.0,33188.0,-4.450970231,1.491,Train,434
2015,233342.0,-2609.0,-1.105738056,17.0,15.0,1967.0,1113.0,1515.0,424.0,-4297.0,31886.0,-3.923104737,1.501,Train,434
2016,230241.0,-3101.0,-1.328950639,17.0,15.0,1708.0,1137.0,1366.0,441.0,-4491.0,30368.0,-4.760710029,3.133,Train,434
2017,229161.0,-1080.0,-0.46907371,17.0,15.0,1464.0,1150.0,1357.0,389.0,-1468.0,29035.0,-4.389488936,5.225,Train,434
2018,228999.0,-162.0,-0.070692657,17.0,15.0,1377.0,1203.0,1400.0,391.0,-462.0,28164.0,-2.999827794,8.598,Train,434
2019,228670.0,-329.0,-0.14366875,13.0,15.0,1314.0,1107.0,1303.0,372.0,-574.0,27146.0,-3.614543389,5.86,Predict,434
2015,233342.0,-2609.0,-1.105738056,17.0,15.0,1967.0,1113.0,1515.0,424.0,-4297.0,31886.0,-3.923104737,1.501,Train,435
2016,230241.0,-3101.0,-1.328950639,17.0,15.0,1708.0,1137.0,1366.0,441.0,-4491.0,30368.0,-4.760710029,3.133,Train,435
2017,229161.0,-1080.0,-0.46907371,17.0,15.0,1464.0,1150.0,1357.0,389.0,-1468.0,29035.0,-4.389488936,5.225,Train,435
2018,228999.0,-162.0,-0.070692657,17.0,15.0,1377.0,1203.0,1400.0,391.0,-462.0,28164.0,-2.999827794,8.598,Train,435
2019,228670.0,-329.0,-0.14366875,13.0,15.0,1314.0,1107.0,1303.0,372.0,-574.0,27146.0,-3.614543389,5.86,Train,435
2020,230040.0,1370.0,0.599116631,13.0,15.0,1176.0,1145.0,1175.0,359.0,1297.0,26389.0,-2.788624475,4.854,Predict,435
2013,503660.0,2180.0,0.434713249,49.0,31.0,4157.0,2325.0,3277.0,1073.0,116.0,84399.0,-2.413107324,0.779,Train,436
2014,498644.0,-5016.0,-0.995909939,50.0,31.0,4085.0,2296.0,2916.0,980.0,-6900.0,80954.0,-4.081801917,2.515,Train,436
2015,497920.0,-724.0,-0.145193765,48.0,30.0,3870.0,2309.0,2812.0,948.0,-2954.0,78062.0,-3.57239914,2.082,Train,436
2016,491476.0,-6444.0,-1.294183805,48.0,30.0,3522.0,2474.0,2573.0,947.0,-8061.0,74909.0,-4.039097128,2.266,Train,436
2017,486794.0,-4682.0,-0.952640617,48.0,30.0,2930.0,2403.0,2331.0,917.0,-5235.0,71871.0,-4.055587446,3.315,Train,436
2018,483197.0,-3597.0,-0.738916256,43.0,30.0,2703.0,2504.0,2364.0,925.0,-4030.0,68904.0,-4.128229745,5.407,Predict,436
2014,498644.0,-5016.0,-0.995909939,50.0,31.0,4085.0,2296.0,2916.0,980.0,-6900.0,80954.0,-4.081801917,2.515,Train,437
2015,497920.0,-724.0,-0.145193765,48.0,30.0,3870.0,2309.0,2812.0,948.0,-2954.0,78062.0,-3.57239914,2.082,Train,437
2016,491476.0,-6444.0,-1.294183805,48.0,30.0,3522.0,2474.0,2573.0,947.0,-8061.0,74909.0,-4.039097128,2.266,Train,437
2017,486794.0,-4682.0,-0.952640617,48.0,30.0,2930.0,2403.0,2331.0,917.0,-5235.0,71871.0,-4.055587446,3.315,Train,437
2018,483197.0,-3597.0,-0.738916256,43.0,30.0,2703.0,2504.0,2364.0,925.0,-4030.0,68904.0,-4.128229745,5.407,Train,437
2019,480032.0,-3165.0,-0.655012345,44.0,31.0,2407.0,2315.0,2178.0,905.0,-3322.0,65623.0,-4.761697434,4.589,Predict,437
2015,497920.0,-724.0,-0.145193765,48.0,30.0,3870.0,2309.0,2812.0,948.0,-2954.0,78062.0,-3.57239914,2.082,Train,438
2016,491476.0,-6444.0,-1.294183805,48.0,30.0,3522.0,2474.0,2573.0,947.0,-8061.0,74909.0,-4.039097128,2.266,Train,438
2017,486794.0,-4682.0,-0.952640617,48.0,30.0,2930.0,2403.0,2331.0,917.0,-5235.0,71871.0,-4.055587446,3.315,Train,438
2018,483197.0,-3597.0,-0.738916256,43.0,30.0,2703.0,2504.0,2364.0,925.0,-4030.0,68904.0,-4.128229745,5.407,Train,438
2019,480032.0,-3165.0,-0.655012345,44.0,31.0,2407.0,2315.0,2178.0,905.0,-3322.0,65623.0,-4.761697434,4.589,Train,438
2020,479835.0,-197.0,-0.041038931,42.0,31.0,2144.0,2623.0,2061.0,869.0,199.0,63192.0,-3.704493851,4.412,Predict,438
2013,160070.0,-5137.0,-3.109432409,17.0,14.0,873.0,840.0,877.0,348.0,-5331.0,25113.0,-5.76381853,1.201,Train,439
2014,156993.0,-3077.0,-1.922284001,17.0,14.0,905.0,864.0,840.0,341.0,-3293.0,23875.0,-4.929717676,2.41,Train,439
2015,154986.0,-2007.0,-1.278400948,17.0,14.0,906.0,829.0,806.0,276.0,-2519.0,22731.0,-4.791623037,1.903,Train,439
2016,152737.0,-2249.0,-1.451098809,17.0,13.0,846.0,823.0,760.0,260.0,-2782.0,21757.0,-4.284897277,2.199,Train,439
2017,154770.0,2033.0,1.331046177,17.0,13.0,689.0,826.0,700.0,265.0,2206.0,21101.0,-3.01512157,3.284,Train,439
2018,153065.0,-1705.0,-1.101634684,17.0,13.0,644.0,897.0,676.0,244.0,-1611.0,20289.0,-3.848158855,5.811,Predict,439
2014,156993.0,-3077.0,-1.922284001,17.0,14.0,905.0,864.0,840.0,341.0,-3293.0,23875.0,-4.929717676,2.41,Train,440
2015,154986.0,-2007.0,-1.278400948,17.0,14.0,906.0,829.0,806.0,276.0,-2519.0,22731.0,-4.791623037,1.903,Train,440
2016,152737.0,-2249.0,-1.451098809,17.0,13.0,846.0,823.0,760.0,260.0,-2782.0,21757.0,-4.284897277,2.199,Train,440
2017,154770.0,2033.0,1.331046177,17.0,13.0,689.0,826.0,700.0,265.0,2206.0,21101.0,-3.01512157,3.284,Train,440
2018,153065.0,-1705.0,-1.101634684,17.0,13.0,644.0,897.0,676.0,244.0,-1611.0,20289.0,-3.848158855,5.811,Train,440
2019,151290.0,-1775.0,-1.159638062,17.0,13.0,673.0,854.0,590.0,260.0,-1674.0,19371.0,-4.524619252,4.457,Predict,440
2015,154986.0,-2007.0,-1.278400948,17.0,14.0,906.0,829.0,806.0,276.0,-2519.0,22731.0,-4.791623037,1.903,Train,441
2016,152737.0,-2249.0,-1.451098809,17.0,13.0,846.0,823.0,760.0,260.0,-2782.0,21757.0,-4.284897277,2.199,Train,441
2017,154770.0,2033.0,1.331046177,17.0,13.0,689.0,826.0,700.0,265.0,2206.0,21101.0,-3.01512157,3.284,Train,441
2018,153065.0,-1705.0,-1.101634684,17.0,13.0,644.0,897.0,676.0,244.0,-1611.0,20289.0,-3.848158855,5.811,Train,441
2019,151290.0,-1775.0,-1.159638062,17.0,13.0,673.0,854.0,590.0,260.0,-1674.0,19371.0,-4.524619252,4.457,Train,441
2020,149384.0,-1906.0,-1.259832111,17.0,13.0,529.0,867.0,565.0,269.0,-1622.0,18320.0,-5.42563626,4.316,Predict,441
2013,130465.0,-2895.0,-44.0095617,13.0,12.0,1022.0,685.0,860.0,320.0,-3317.0,17356.0,-5.318858764,0.604,Train,442
2014,128065.0,-2400.0,-45.41296722,13.0,12.0,1041.0,683.0,851.0,288.0,-2867.0,16090.0,-7.294307444,2.563,Train,442
2015,125733.0,-2332.0,-47.35350152,13.0,12.0,950.0,689.0,916.0,267.0,-2872.0,15075.0,-6.308266004,1.806,Train,442
2016,125249.0,-484.0,-48.76943403,13.0,12.0,959.0,669.0,799.0,249.0,-1060.0,14378.0,-4.623548922,2.227,Train,442
2017,125709.0,460.0,-48.16893162,14.0,12.0,808.0,684.0,792.0,253.0,330.0,13839.0,-3.748782863,3.244,Train,442
2018,125725.0,16.0,-47.31868998,14.0,12.0,733.0,710.0,778.0,259.0,-102.0,13310.0,-3.82253053,5.327,Predict,442
2014,128065.0,-2400.0,-45.41296722,13.0,12.0,1041.0,683.0,851.0,288.0,-2867.0,16090.0,-7.294307444,2.563,Train,443
2015,125733.0,-2332.0,-47.35350152,13.0,12.0,950.0,689.0,916.0,267.0,-2872.0,15075.0,-6.308266004,1.806,Train,443
2016,125249.0,-484.0,-48.76943403,13.0,12.0,959.0,669.0,799.0,249.0,-1060.0,14378.0,-4.623548922,2.227,Train,443
2017,125709.0,460.0,-48.16893162,14.0,12.0,808.0,684.0,792.0,253.0,330.0,13839.0,-3.748782863,3.244,Train,443
2018,125725.0,16.0,-47.31868998,14.0,12.0,733.0,710.0,778.0,259.0,-102.0,13310.0,-3.82253053,5.327,Train,443
2019,126171.0,446.0,-45.60961836,14.0,12.0,783.0,665.0,722.0,230.0,239.0,12831.0,-3.598797896,4.763,Predict,443
2015,125733.0,-2332.0,-47.35350152,13.0,12.0,950.0,689.0,916.0,267.0,-2872.0,15075.0,-6.308266004,1.806,Train,444
2016,125249.0,-484.0,-48.76943403,13.0,12.0,959.0,669.0,799.0,249.0,-1060.0,14378.0,-4.623548922,2.227,Train,444
2017,125709.0,460.0,-48.16893162,14.0,12.0,808.0,684.0,792.0,253.0,330.0,13839.0,-3.748782863,3.244,Train,444
2018,125725.0,16.0,-47.31868998,14.0,12.0,733.0,710.0,778.0,259.0,-102.0,13310.0,-3.82253053,5.327,Train,444
2019,126171.0,446.0,-45.60961836,14.0,12.0,783.0,665.0,722.0,230.0,239.0,12831.0,-3.598797896,4.763,Train,444
2020,125240.0,-931.0,-43.98450673,14.0,12.0,690.0,723.0,653.0,260.0,-956.0,12271.0,-4.364429896,4.551,Predict,444
2013,416798.0,-2497.0,-0.595523438,31.0,22.0,3265.0,2025.0,2813.0,1040.0,-3862.0,66226.0,-4.599605295,0.458,Train,445
2014,418836.0,2038.0,0.488965878,32.0,23.0,3288.0,1968.0,2769.0,1105.0,660.0,63192.0,-4.581282276,1.867,Train,445
2015,413909.0,-4927.0,-1.176355423,32.0,23.0,3368.0,2050.0,2716.0,1028.0,-6646.0,59686.0,-5.548170655,2.531,Train,445
2016,411005.0,-2904.0,-0.701603493,34.0,23.0,3085.0,2013.0,2591.0,933.0,-4257.0,56501.0,-5.336259759,2.742,Train,445
2017,408226.0,-2779.0,-0.676147492,34.0,23.0,2744.0,2068.0,2302.0,956.0,-3562.0,53522.0,-5.272473054,3.73,Train,445
2018,403209.0,-5017.0,-1.228976106,33.0,23.0,2446.0,2178.0,2253.0,916.0,-5448.0,50632.0,-5.399648743,4.504,Predict,445
2014,418836.0,2038.0,0.488965878,32.0,23.0,3288.0,1968.0,2769.0,1105.0,660.0,63192.0,-4.581282276,1.867,Train,446
2015,413909.0,-4927.0,-1.176355423,32.0,23.0,3368.0,2050.0,2716.0,1028.0,-6646.0,59686.0,-5.548170655,2.531,Train,446
2016,411005.0,-2904.0,-0.701603493,34.0,23.0,3085.0,2013.0,2591.0,933.0,-4257.0,56501.0,-5.336259759,2.742,Train,446
2017,408226.0,-2779.0,-0.676147492,34.0,23.0,2744.0,2068.0,2302.0,956.0,-3562.0,53522.0,-5.272473054,3.73,Train,446
2018,403209.0,-5017.0,-1.228976106,33.0,23.0,2446.0,2178.0,2253.0,916.0,-5448.0,50632.0,-5.399648743,4.504,Train,446
2019,397015.0,-6194.0,-1.536176028,31.0,23.0,2244.0,2049.0,2031.0,960.0,-6486.0,47568.0,-6.051508927,4.239,Predict,446
2015,413909.0,-4927.0,-1.176355423,32.0,23.0,3368.0,2050.0,2716.0,1028.0,-6646.0,59686.0,-5.548170655,2.531,Train,447
2016,411005.0,-2904.0,-0.701603493,34.0,23.0,3085.0,2013.0,2591.0,933.0,-4257.0,56501.0,-5.336259759,2.742,Train,447
2017,408226.0,-2779.0,-0.676147492,34.0,23.0,2744.0,2068.0,2302.0,956.0,-3562.0,53522.0,-5.272473054,3.73,Train,447
2018,403209.0,-5017.0,-1.228976106,33.0,23.0,2446.0,2178.0,2253.0,916.0,-5448.0,50632.0,-5.399648743,4.504,Train,447
2019,397015.0,-6194.0,-1.536176028,31.0,23.0,2244.0,2049.0,2031.0,960.0,-6486.0,47568.0,-6.051508927,4.239,Train,447
2020,394702.0,-2313.0,-0.582597635,29.0,23.0,1873.0,2245.0,1850.0,863.0,-1998.0,45110.0,-5.167339388,3.878,Predict,447
2013,122153.0,9036.0,7.98818922,25.0,22.0,1111.0,812.0,743.0,240.0,8696.0,21675.0,7.701863354,5.498,Train,448
2014,156125.0,33972.0,27.81102388,30.0,26.0,1344.0,853.0,920.0,280.0,33456.0,28301.0,30.56978085,4.527,Train,448
2015,210884.0,54759.0,35.07381906,43.0,35.0,2708.0,979.0,1498.0,324.0,53044.0,39815.0,40.68407477,4.572,Train,448
2016,243048.0,32164.0,15.25198687,45.0,37.0,3297.0,1065.0,1612.0,343.0,29816.0,46235.0,16.12457616,4.775,Train,448
2017,280100.0,37052.0,15.24472532,53.0,43.0,3504.0,1159.0,1728.0,465.0,34690.0,54094.0,16.99794528,7.015,Train,448
2018,314126.0,34026.0,12.14780436,59.0,47.0,3703.0,1259.0,2038.0,485.0,31433.0,61737.0,14.12910859,7.419,Predict,448
2014,156125.0,33972.0,27.81102388,30.0,26.0,1344.0,853.0,920.0,280.0,33456.0,28301.0,30.56978085,4.527,Train,449
2015,210884.0,54759.0,35.07381906,43.0,35.0,2708.0,979.0,1498.0,324.0,53044.0,39815.0,40.68407477,4.572,Train,449
2016,243048.0,32164.0,15.25198687,45.0,37.0,3297.0,1065.0,1612.0,343.0,29816.0,46235.0,16.12457616,4.775,Train,449
2017,280100.0,37052.0,15.24472532,53.0,43.0,3504.0,1159.0,1728.0,465.0,34690.0,54094.0,16.99794528,7.015,Train,449
2018,314126.0,34026.0,12.14780436,59.0,47.0,3703.0,1259.0,2038.0,485.0,31433.0,61737.0,14.12910859,7.419,Train,449
2019,340575.0,26449.0,8.419869734,60.0,48.0,3819.0,1221.0,2039.0,606.0,23724.0,67043.0,8.594521924,4.952,Predict,449
2015,210884.0,54759.0,35.07381906,43.0,35.0,2708.0,979.0,1498.0,324.0,53044.0,39815.0,40.68407477,4.572,Train,450
2016,243048.0,32164.0,15.25198687,45.0,37.0,3297.0,1065.0,1612.0,343.0,29816.0,46235.0,16.12457616,4.775,Train,450
2017,280100.0,37052.0,15.24472532,53.0,43.0,3504.0,1159.0,1728.0,465.0,34690.0,54094.0,16.99794528,7.015,Train,450
2018,314126.0,34026.0,12.14780436,59.0,47.0,3703.0,1259.0,2038.0,485.0,31433.0,61737.0,14.12910859,7.419,Train,450
2019,340575.0,26449.0,8.419869734,60.0,48.0,3819.0,1221.0,2039.0,606.0,23724.0,67043.0,8.594521924,4.952,Train,450
2020,355831.0,15256.0,4.479483227,61.0,49.0,3468.0,1317.0,1854.0,601.0,13025.0,70713.0,5.474098713,10.623,Predict,450
2013,349064.0,2228.0,61.41389292,47.0,30.0,3107.0,1266.0,2378.0,717.0,226.0,72987.0,-3.101310357,1.482,Train,451
2014,347759.0,-1305.0,58.20530901,46.0,30.0,3189.0,1244.0,2274.0,788.0,-3282.0,69553.0,-4.704947456,1.498,Train,451
2015,343598.0,-4161.0,55.25081557,46.0,30.0,3176.0,1311.0,2075.0,711.0,-6160.0,65816.0,-5.372881112,2.464,Train,451
2016,340714.0,-2884.0,55.06100697,46.0,30.0,2840.0,1330.0,1939.0,719.0,-4510.0,62708.0,-4.722255986,2.376,Train,451
2017,335439.0,-5275.0,53.55131973,46.0,30.0,2409.0,1271.0,1785.0,706.0,-6503.0,59101.0,-5.752057154,3.675,Train,451
2018,330732.0,-4707.0,52.85553846,45.0,30.0,2077.0,1413.0,1662.0,681.0,-5418.0,55931.0,-5.36369943,3.145,Predict,451
2014,347759.0,-1305.0,58.20530901,46.0,30.0,3189.0,1244.0,2274.0,788.0,-3282.0,69553.0,-4.704947456,1.498,Train,452
2015,343598.0,-4161.0,55.25081557,46.0,30.0,3176.0,1311.0,2075.0,711.0,-6160.0,65816.0,-5.372881112,2.464,Train,452
2016,340714.0,-2884.0,55.06100697,46.0,30.0,2840.0,1330.0,1939.0,719.0,-4510.0,62708.0,-4.722255986,2.376,Train,452
2017,335439.0,-5275.0,53.55131973,46.0,30.0,2409.0,1271.0,1785.0,706.0,-6503.0,59101.0,-5.752057154,3.675,Train,452
2018,330732.0,-4707.0,52.85553846,45.0,30.0,2077.0,1413.0,1662.0,681.0,-5418.0,55931.0,-5.36369943,3.145,Train,452
2019,323819.0,-6913.0,48.49995414,44.0,30.0,1860.0,1376.0,1540.0,689.0,-7463.0,52568.0,-6.012765729,0.736,Predict,452
2015,343598.0,-4161.0,55.25081557,46.0,30.0,3176.0,1311.0,2075.0,711.0,-6160.0,65816.0,-5.372881112,2.464,Train,453
2016,340714.0,-2884.0,55.06100697,46.0,30.0,2840.0,1330.0,1939.0,719.0,-4510.0,62708.0,-4.722255986,2.376,Train,453
2017,335439.0,-5275.0,53.55131973,46.0,30.0,2409.0,1271.0,1785.0,706.0,-6503.0,59101.0,-5.752057154,3.675,Train,453
2018,330732.0,-4707.0,52.85553846,45.0,30.0,2077.0,1413.0,1662.0,681.0,-5418.0,55931.0,-5.36369943,3.145,Train,453
2019,323819.0,-6913.0,48.49995414,44.0,30.0,1860.0,1376.0,1540.0,689.0,-7463.0,52568.0,-6.012765729,0.736,Train,453
2020,320064.0,-3755.0,49.15905098,44.0,31.0,1701.0,1438.0,1395.0,671.0,-4058.0,50315.0,-4.28587734,2.606,Predict,453
2013,178468.0,2989.0,-28.79877759,26.0,16.0,2221.0,701.0,1641.0,414.0,1389.0,32302.0,-2.30462134,1.276,Train,454
2014,176668.0,-1800.0,-28.0354226,26.0,16.0,2304.0,662.0,1495.0,440.0,-3513.0,30757.0,-4.782985574,2.31,Train,454
2015,174963.0,-1705.0,-26.97064434,25.0,16.0,2157.0,698.0,1451.0,374.0,-3206.0,29681.0,-3.49839061,1.441,Train,454
2016,174514.0,-449.0,-25.72576492,25.0,16.0,2013.0,634.0,1395.0,390.0,-1867.0,29129.0,-1.859775614,-0.407,Train,454
2017,169605.0,-4909.0,-26.42376234,26.0,16.0,1717.0,689.0,1085.0,388.0,-5928.0,28231.0,-3.082838408,-1.855,Train,454
2018,164642.0,-4963.0,-28.12621414,26.0,16.0,1312.0,726.0,882.0,433.0,-5683.0,27550.0,-2.412241862,-3.032,Predict,454
2014,176668.0,-1800.0,-28.0354226,26.0,16.0,2304.0,662.0,1495.0,440.0,-3513.0,30757.0,-4.782985574,2.31,Train,455
2015,174963.0,-1705.0,-26.97064434,25.0,16.0,2157.0,698.0,1451.0,374.0,-3206.0,29681.0,-3.49839061,1.441,Train,455
2016,174514.0,-449.0,-25.72576492,25.0,16.0,2013.0,634.0,1395.0,390.0,-1867.0,29129.0,-1.859775614,-0.407,Train,455
2017,169605.0,-4909.0,-26.42376234,26.0,16.0,1717.0,689.0,1085.0,388.0,-5928.0,28231.0,-3.082838408,-1.855,Train,455
2018,164642.0,-4963.0,-28.12621414,26.0,16.0,1312.0,726.0,882.0,433.0,-5683.0,27550.0,-2.412241862,-3.032,Train,455
2019,159656.0,-4986.0,-29.59593599,25.0,16.0,1091.0,658.0,703.0,373.0,-5447.0,26588.0,-3.491833031,-1.845,Predict,455
2015,174963.0,-1705.0,-26.97064434,25.0,16.0,2157.0,698.0,1451.0,374.0,-3206.0,29681.0,-3.49839061,1.441,Train,456
2016,174514.0,-449.0,-25.72576492,25.0,16.0,2013.0,634.0,1395.0,390.0,-1867.0,29129.0,-1.859775614,-0.407,Train,456
2017,169605.0,-4909.0,-26.42376234,26.0,16.0,1717.0,689.0,1085.0,388.0,-5928.0,28231.0,-3.082838408,-1.855,Train,456
2018,164642.0,-4963.0,-28.12621414,26.0,16.0,1312.0,726.0,882.0,433.0,-5683.0,27550.0,-2.412241862,-3.032,Train,456
2019,159656.0,-4986.0,-29.59593599,25.0,16.0,1091.0,658.0,703.0,373.0,-5447.0,26588.0,-3.491833031,-1.845,Train,456
2020,156806.0,-2850.0,-29.69002919,26.0,16.0,819.0,664.0,630.0,372.0,-3052.0,26119.0,-1.763953663,-0.863,Predict,456
2013,185695.0,1607.0,-58.31659143,34.0,19.0,2145.0,679.0,1229.0,381.0,93.0,42547.0,-1.729951959,1.489,Train,457
2014,188733.0,3038.0,-57.84245619,36.0,19.0,2103.0,640.0,1270.0,419.0,1541.0,41657.0,-2.091804358,2.037,Train,457
2015,191063.0,2330.0,-57.19109331,36.0,19.0,2258.0,613.0,1258.0,373.0,611.0,40389.0,-3.043906186,2.292,Train,457
2016,195285.0,4222.0,-55.72431337,37.0,19.0,2122.0,650.0,1197.0,393.0,2692.0,39828.0,-1.388992052,2.356,Train,457
2017,200718.0,5433.0,-54.25543553,39.0,20.0,1861.0,631.0,1200.0,398.0,4151.0,39481.0,-0.871246359,4.266,Train,457
2018,206434.0,5716.0,-53.05896451,39.0,20.0,1826.0,738.0,1241.0,440.0,4570.0,39584.0,0.260884983,3.404,Predict,457
2014,188733.0,3038.0,-57.84245619,36.0,19.0,2103.0,640.0,1270.0,419.0,1541.0,41657.0,-2.091804358,2.037,Train,458
2015,191063.0,2330.0,-57.19109331,36.0,19.0,2258.0,613.0,1258.0,373.0,611.0,40389.0,-3.043906186,2.292,Train,458
2016,195285.0,4222.0,-55.72431337,37.0,19.0,2122.0,650.0,1197.0,393.0,2692.0,39828.0,-1.388992052,2.356,Train,458
2017,200718.0,5433.0,-54.25543553,39.0,20.0,1861.0,631.0,1200.0,398.0,4151.0,39481.0,-0.871246359,4.266,Train,458
2018,206434.0,5716.0,-53.05896451,39.0,20.0,1826.0,738.0,1241.0,440.0,4570.0,39584.0,0.260884983,3.404,Train,458
