연도,총인구수(명),총인구수증감,총인구수증감률,유치원 수,초등학교 수,출생건수,사망건수,혼인건수,이혼건수,순이동,학령인구(명),학령인구증감률,지가 변동률,Type,DataSetID
2019,215834.0,1628.0,0.760016059,51.0,31.0,1359.0,1172.0,1059.0,537.0,1379.0,36950.0,-1.934764723,3.677,Predict,131
2015,204935.0,-79.0,-0.038533954,52.0,31.0,2036.0,1050.0,1169.0,423.0,-1145.0,39067.0,-3.01142006,1.969,Train,132
2016,210359.0,5424.0,2.646692854,53.0,31.0,1879.0,1110.0,1108.0,493.0,4566.0,39104.0,0.09470909,2.388,Train,132
2017,213142.0,2783.0,1.322976436,54.0,31.0,1725.0,1169.0,1079.0,427.0,2194.0,38537.0,-1.449979542,2.757,Train,132
2018,214206.0,1064.0,0.499197718,53.0,31.0,1525.0,1199.0,1059.0,506.0,658.0,37679.0,-2.226431741,3.138,Train,132
2019,215834.0,1628.0,0.760016059,51.0,31.0,1359.0,1172.0,1059.0,537.0,1379.0,36950.0,-1.934764723,3.677,Train,132
2020,218388.0,2554.0,1.183316808,48.0,31.0,1261.0,1208.0,995.0,527.0,2466.0,36448.0,-1.358592693,3.717,Predict,132
2013,401718.0,7517.0,1.906895213,93.0,57.0,3965.0,1950.0,2459.0,1049.0,5292.0,78285.0,1.24806001,0.014,Train,133
2014,411348.0,9630.0,2.397204009,98.0,57.0,4011.0,2120.0,2511.0,1026.0,7553.0,78501.0,0.275914926,1.252,Train,133
2015,423321.0,11973.0,2.910674174,99.0,57.0,4078.0,2090.0,2526.0,1001.0,9757.0,79082.0,0.74011796,0.863,Train,133
2016,430781.0,7460.0,1.762256066,99.0,57.0,3876.0,2188.0,2329.0,954.0,5467.0,79155.0,0.092309249,1.167,Train,133
2017,437848.0,7067.0,1.64050875,99.0,57.0,3409.0,2159.0,2310.0,1042.0,5733.0,78967.0,-0.237508685,2.807,Train,133
2018,451848.0,14000.0,3.197456652,99.0,57.0,3227.0,2318.0,2324.0,1021.0,12947.0,80279.0,1.661453519,9.533,Predict,133
2014,411348.0,9630.0,2.397204009,98.0,57.0,4011.0,2120.0,2511.0,1026.0,7553.0,78501.0,0.275914926,1.252,Train,134
2015,423321.0,11973.0,2.910674174,99.0,57.0,4078.0,2090.0,2526.0,1001.0,9757.0,79082.0,0.74011796,0.863,Train,134
2016,430781.0,7460.0,1.762256066,99.0,57.0,3876.0,2188.0,2329.0,954.0,5467.0,79155.0,0.092309249,1.167,Train,134
2017,437848.0,7067.0,1.64050875,99.0,57.0,3409.0,2159.0,2310.0,1042.0,5733.0,78967.0,-0.237508685,2.807,Train,134
2018,451848.0,14000.0,3.197456652,99.0,57.0,3227.0,2318.0,2324.0,1021.0,12947.0,80279.0,1.661453519,9.533,Train,134
2019,454040.0,2192.0,0.48511889,98.0,57.0,3077.0,2424.0,2127.0,1093.0,1375.0,79651.0,-0.782271827,2.861,Predict,134
2015,423321.0,11973.0,2.910674174,99.0,57.0,4078.0,2090.0,2526.0,1001.0,9757.0,79082.0,0.74011796,0.863,Train,135
2016,430781.0,7460.0,1.762256066,99.0,57.0,3876.0,2188.0,2329.0,954.0,5467.0,79155.0,0.092309249,1.167,Train,135
2017,437848.0,7067.0,1.64050875,99.0,57.0,3409.0,2159.0,2310.0,1042.0,5733.0,78967.0,-0.237508685,2.807,Train,135
2018,451848.0,14000.0,3.197456652,99.0,57.0,3227.0,2318.0,2324.0,1021.0,12947.0,80279.0,1.661453519,9.533,Train,135
2019,454040.0,2192.0,0.48511889,98.0,57.0,3077.0,2424.0,2127.0,1093.0,1375.0,79651.0,-0.782271827,2.861,Train,135
2020,465617.0,11577.0,2.54977535,95.0,58.0,2691.0,2510.0,1866.0,1044.0,11289.0,80680.0,1.291885852,2.491,Predict,135
2013,442034.0,7729.0,1.779624918,101.0,52.0,4262.0,2143.0,3019.0,1243.0,5323.0,88956.0,-0.226564077,0.938,Train,136
2014,449555.0,7521.0,1.701452829,103.0,52.0,4360.0,2135.0,2906.0,1248.0,5107.0,87954.0,-1.126399568,1.298,Train,136
2015,460532.0,10977.0,2.441747951,104.0,52.0,4462.0,2208.0,2855.0,1151.0,8393.0,87267.0,-0.781090115,2.92,Train,136
2016,470832.0,10300.0,2.236543823,107.0,54.0,4179.0,2313.0,2901.0,1192.0,8017.0,86610.0,-0.752861907,4.223,Train,136
2017,481530.0,10698.0,2.272148027,108.0,54.0,3870.0,2279.0,2887.0,1210.0,8947.0,85964.0,-0.745872301,7.547,Train,136
2018,495642.0,14112.0,2.930658526,110.0,56.0,3586.0,2484.0,2886.0,1294.0,12781.0,86561.0,0.694476758,5.695,Predict,136
2014,449555.0,7521.0,1.701452829,103.0,52.0,4360.0,2135.0,2906.0,1248.0,5107.0,87954.0,-1.126399568,1.298,Train,137
2015,460532.0,10977.0,2.441747951,104.0,52.0,4462.0,2208.0,2855.0,1151.0,8393.0,87267.0,-0.781090115,2.92,Train,137
2016,470832.0,10300.0,2.236543823,107.0,54.0,4179.0,2313.0,2901.0,1192.0,8017.0,86610.0,-0.752861907,4.223,Train,137
2017,481530.0,10698.0,2.272148027,108.0,54.0,3870.0,2279.0,2887.0,1210.0,8947.0,85964.0,-0.745872301,7.547,Train,137
2018,495642.0,14112.0,2.930658526,110.0,56.0,3586.0,2484.0,2886.0,1294.0,12781.0,86561.0,0.694476758,5.695,Train,137
2019,513027.0,17385.0,3.507571998,108.0,58.0,3562.0,2510.0,3016.0,1388.0,16037.0,86912.0,0.405494391,5.034,Predict,137
2015,460532.0,10977.0,2.441747951,104.0,52.0,4462.0,2208.0,2855.0,1151.0,8393.0,87267.0,-0.781090115,2.92,Train,138
2016,470832.0,10300.0,2.236543823,107.0,54.0,4179.0,2313.0,2901.0,1192.0,8017.0,86610.0,-0.752861907,4.223,Train,138
2017,481530.0,10698.0,2.272148027,108.0,54.0,3870.0,2279.0,2887.0,1210.0,8947.0,85964.0,-0.745872301,7.547,Train,138
2018,495642.0,14112.0,2.930658526,110.0,56.0,3586.0,2484.0,2886.0,1294.0,12781.0,86561.0,0.694476758,5.695,Train,138
2019,513027.0,17385.0,3.507571998,108.0,58.0,3562.0,2510.0,3016.0,1388.0,16037.0,86912.0,0.405494391,5.034,Train,138
2020,537307.0,24280.0,4.732694381,107.0,61.0,3597.0,2566.0,2863.0,1316.0,23018.0,88367.0,1.674107143,3.805,Predict,138
2013,156603.0,-956.0,-0.606756834,42.0,32.0,1056.0,1094.0,894.0,498.0,-987.0,28740.0,-3.586165252,0.091,Train,139
2014,155798.0,-805.0,-0.514038684,42.0,32.0,990.0,1050.0,828.0,511.0,-809.0,27551.0,-4.137091162,0.4,Train,139
2015,155192.0,-606.0,-0.388965199,41.0,31.0,1085.0,1106.0,759.0,477.0,-686.0,26245.0,-4.740299808,0.894,Train,139
2016,154763.0,-429.0,-0.276431775,41.0,31.0,983.0,1145.0,755.0,459.0,-357.0,25131.0,-4.244618022,1.607,Train,139
2017,152925.0,-1838.0,-1.187622365,39.0,31.0,875.0,1212.0,727.0,461.0,-1518.0,23775.0,-5.395726394,2.171,Train,139
2018,150676.0,-2249.0,-1.47065555,35.0,31.0,772.0,1229.0,715.0,490.0,-1896.0,22447.0,-5.585699264,2.798,Predict,139
2014,155798.0,-805.0,-0.514038684,42.0,32.0,990.0,1050.0,828.0,511.0,-809.0,27551.0,-4.137091162,0.4,Train,140
2015,155192.0,-606.0,-0.388965199,41.0,31.0,1085.0,1106.0,759.0,477.0,-686.0,26245.0,-4.740299808,0.894,Train,140
2016,154763.0,-429.0,-0.276431775,41.0,31.0,983.0,1145.0,755.0,459.0,-357.0,25131.0,-4.244618022,1.607,Train,140
2017,152925.0,-1838.0,-1.187622365,39.0,31.0,875.0,1212.0,727.0,461.0,-1518.0,23775.0,-5.395726394,2.171,Train,140
2018,150676.0,-2249.0,-1.47065555,35.0,31.0,772.0,1229.0,715.0,490.0,-1896.0,22447.0,-5.585699264,2.798,Train,140
2019,148379.0,-2297.0,-1.524463086,33.0,31.0,617.0,1137.0,641.0,514.0,-1808.0,21021.0,-6.352742015,2.99,Predict,140
2015,155192.0,-606.0,-0.388965199,41.0,31.0,1085.0,1106.0,759.0,477.0,-686.0,26245.0,-4.740299808,0.894,Train,141
2016,154763.0,-429.0,-0.276431775,41.0,31.0,983.0,1145.0,755.0,459.0,-357.0,25131.0,-4.244618022,1.607,Train,141
2017,152925.0,-1838.0,-1.187622365,39.0,31.0,875.0,1212.0,727.0,461.0,-1518.0,23775.0,-5.395726394,2.171,Train,141
2018,150676.0,-2249.0,-1.47065555,35.0,31.0,772.0,1229.0,715.0,490.0,-1896.0,22447.0,-5.585699264,2.798,Train,141
2019,148379.0,-2297.0,-1.524463086,33.0,31.0,617.0,1137.0,641.0,514.0,-1808.0,21021.0,-6.352742015,2.99,Train,141
2020,147274.0,-1105.0,-0.744714549,33.0,31.0,582.0,1291.0,569.0,428.0,-432.0,19720.0,-6.189049046,3.516,Predict,141
2013,145096.0,-1173.0,-0.801947097,22.0,13.0,1112.0,659.0,798.0,373.0,-1689.0,24959.0,-2.431492123,3.778,Train,142
2014,148896.0,3800.0,2.618955726,22.0,13.0,1142.0,685.0,793.0,333.0,3314.0,24890.0,-0.276453384,4.001,Train,142
2015,166713.0,17817.0,11.96607028,27.0,16.0,1212.0,764.0,891.0,325.0,17145.0,27108.0,8.911209321,3.555,Train,142
2016,211101.0,44388.0,26.62539814,28.0,17.0,1600.0,824.0,1124.0,388.0,43533.0,33463.0,23.44326398,3.161,Train,142
2017,232487.0,21386.0,10.13069573,32.0,20.0,1850.0,870.0,1193.0,399.0,20400.0,36466.0,8.974090787,3.885,Train,142
2018,254415.0,21928.0,9.431925226,33.0,20.0,1892.0,978.0,1357.0,432.0,20973.0,39589.0,8.56414194,5.263,Predict,142
2014,148896.0,3800.0,2.618955726,22.0,13.0,1142.0,685.0,793.0,333.0,3314.0,24890.0,-0.276453384,4.001,Train,143
2015,166713.0,17817.0,11.96607028,27.0,16.0,1212.0,764.0,891.0,325.0,17145.0,27108.0,8.911209321,3.555,Train,143
2016,211101.0,44388.0,26.62539814,28.0,17.0,1600.0,824.0,1124.0,388.0,43533.0,33463.0,23.44326398,3.161,Train,143
2017,232487.0,21386.0,10.13069573,32.0,20.0,1850.0,870.0,1193.0,399.0,20400.0,36466.0,8.974090787,3.885,Train,143
2018,254415.0,21928.0,9.431925226,33.0,20.0,1892.0,978.0,1357.0,432.0,20973.0,39589.0,8.56414194,5.263,Train,143
2019,272455.0,18040.0,7.09077688,34.0,20.0,1981.0,1038.0,1309.0,521.0,16986.0,41589.0,5.051908358,6.904,Predict,143
2015,166713.0,17817.0,11.96607028,27.0,16.0,1212.0,764.0,891.0,325.0,17145.0,27108.0,8.911209321,3.555,Train,144
2016,211101.0,44388.0,26.62539814,28.0,17.0,1600.0,824.0,1124.0,388.0,43533.0,33463.0,23.44326398,3.161,Train,144
2017,232487.0,21386.0,10.13069573,32.0,20.0,1850.0,870.0,1193.0,399.0,20400.0,36466.0,8.974090787,3.885,Train,144
2018,254415.0,21928.0,9.431925226,33.0,20.0,1892.0,978.0,1357.0,432.0,20973.0,39589.0,8.56414194,5.263,Train,144
2019,272455.0,18040.0,7.09077688,34.0,20.0,1981.0,1038.0,1309.0,521.0,16986.0,41589.0,5.051908358,6.904,Train,144
2020,293452.0,20997.0,7.706593749,35.0,21.0,1958.0,1127.0,1357.0,556.0,20100.0,44175.0,6.217990334,6.574,Predict,144
2013,530251.0,4761.0,0.906011532,118.0,69.0,6525.0,1867.0,3573.0,1180.0,-158.0,109618.0,2.162202464,1.35,Train,145
2014,540862.0,10611.0,2.001127768,120.0,69.0,6230.0,1914.0,3387.0,1263.0,6118.0,112051.0,2.21952599,1.296,Train,145
2015,596525.0,55663.0,10.29153462,131.0,76.0,6726.0,1980.0,3960.0,1279.0,50669.0,121415.0,8.356908908,1.861,Train,145
2016,640890.0,44365.0,7.437240686,139.0,80.0,7262.0,2197.0,4247.0,1227.0,39036.0,128503.0,5.837828934,2.371,Train,145
2017,691086.0,50196.0,7.832233301,148.0,83.0,7004.0,2182.0,4363.0,1387.0,45213.0,136096.0,5.908811467,4.092,Train,145
2018,758722.0,67636.0,9.786915087,165.0,89.0,7178.0,2515.0,4933.0,1506.0,62608.0,147357.0,8.274306372,3.992,Predict,145
2014,540862.0,10611.0,2.001127768,120.0,69.0,6230.0,1914.0,3387.0,1263.0,6118.0,112051.0,2.21952599,1.296,Train,146
2015,596525.0,55663.0,10.29153462,131.0,76.0,6726.0,1980.0,3960.0,1279.0,50669.0,121415.0,8.356908908,1.861,Train,146
2016,640890.0,44365.0,7.437240686,139.0,80.0,7262.0,2197.0,4247.0,1227.0,39036.0,128503.0,5.837828934,2.371,Train,146
2017,691086.0,50196.0,7.832233301,148.0,83.0,7004.0,2182.0,4363.0,1387.0,45213.0,136096.0,5.908811467,4.092,Train,146
2018,758722.0,67636.0,9.786915087,165.0,89.0,7178.0,2515.0,4933.0,1506.0,62608.0,147357.0,8.274306372,3.992,Train,146
2019,815396.0,56674.0,7.469666096,167.0,92.0,7158.0,2566.0,4788.0,1681.0,51838.0,156241.0,6.028895811,3.875,Predict,146
2015,596525.0,55663.0,10.29153462,131.0,76.0,6726.0,1980.0,3960.0,1279.0,50669.0,121415.0,8.356908908,1.861,Train,147
2016,640890.0,44365.0,7.437240686,139.0,80.0,7262.0,2197.0,4247.0,1227.0,39036.0,128503.0,5.837828934,2.371,Train,147
2017,691086.0,50196.0,7.832233301,148.0,83.0,7004.0,2182.0,4363.0,1387.0,45213.0,136096.0,5.908811467,4.092,Train,147
2018,758722.0,67636.0,9.786915087,165.0,89.0,7178.0,2515.0,4933.0,1506.0,62608.0,147357.0,8.274306372,3.992,Train,147
2019,815396.0,56674.0,7.469666096,167.0,92.0,7158.0,2566.0,4788.0,1681.0,51838.0,156241.0,6.028895811,3.875,Train,147
2020,855248.0,39852.0,4.887441194,169.0,95.0,6842.0,2800.0,4547.0,1704.0,36165.0,162859.0,4.23576398,3.665,Predict,147
2013,242077.0,5133.0,2.166334661,52.0,35.0,3280.0,997.0,2186.0,637.0,2741.0,48397.0,0.483763807,1.564,Train,148
2014,248287.0,6210.0,2.565299471,54.0,35.0,3389.0,1026.0,2095.0,668.0,3814.0,48468.0,0.146703308,2.464,Train,148
2015,255828.0,7541.0,3.03721097,57.0,37.0,3533.0,985.0,2281.0,667.0,4904.0,48681.0,0.439465214,2.194,Train,148
2016,257183.0,1355.0,0.529652735,57.0,37.0,3233.0,1043.0,2040.0,726.0,-968.0,48633.0,-0.098601097,-0.481,Train,148
2017,254073.0,-3110.0,-1.209255666,56.0,37.0,2614.0,1116.0,1577.0,737.0,-4653.0,48470.0,-0.335163366,0.333,Train,148
2018,250516.0,-3557.0,-1.399991341,57.0,37.0,2030.0,1059.0,1285.0,756.0,-4649.0,48168.0,-0.623065814,-0.647,Predict,148
2014,248287.0,6210.0,2.565299471,54.0,35.0,3389.0,1026.0,2095.0,668.0,3814.0,48468.0,0.146703308,2.464,Train,149
2015,255828.0,7541.0,3.03721097,57.0,37.0,3533.0,985.0,2281.0,667.0,4904.0,48681.0,0.439465214,2.194,Train,149
2016,257183.0,1355.0,0.529652735,57.0,37.0,3233.0,1043.0,2040.0,726.0,-968.0,48633.0,-0.098601097,-0.481,Train,149
2017,254073.0,-3110.0,-1.209255666,56.0,37.0,2614.0,1116.0,1577.0,737.0,-4653.0,48470.0,-0.335163366,0.333,Train,149
2018,250516.0,-3557.0,-1.399991341,57.0,37.0,2030.0,1059.0,1285.0,756.0,-4649.0,48168.0,-0.623065814,-0.647,Train,149
2019,248276.0,-2240.0,-0.894154465,58.0,38.0,1618.0,1094.0,1071.0,768.0,-2799.0,47350.0,-1.698222887,-1.101,Predict,149
2015,255828.0,7541.0,3.03721097,57.0,37.0,3533.0,985.0,2281.0,667.0,4904.0,48681.0,0.439465214,2.194,Train,150
2016,257183.0,1355.0,0.529652735,57.0,37.0,3233.0,1043.0,2040.0,726.0,-968.0,48633.0,-0.098601097,-0.481,Train,150
2017,254073.0,-3110.0,-1.209255666,56.0,37.0,2614.0,1116.0,1577.0,737.0,-4653.0,48470.0,-0.335163366,0.333,Train,150
2018,250516.0,-3557.0,-1.399991341,57.0,37.0,2030.0,1059.0,1285.0,756.0,-4649.0,48168.0,-0.623065814,-0.647,Train,150
2019,248276.0,-2240.0,-0.894154465,58.0,38.0,1618.0,1094.0,1071.0,768.0,-2799.0,47350.0,-1.698222887,-1.101,Train,150
2020,245754.0,-2522.0,-1.015804991,58.0,38.0,1446.0,1119.0,835.0,701.0,-2894.0,46770.0,-1.224920803,0.048,Predict,150
2013,63177.0,74.0,0.117268593,16.0,17.0,393.0,672.0,283.0,111.0,332.0,10993.0,-2.066815145,1.055,Train,151
2014,63137.0,-40.0,-0.063314181,16.0,17.0,376.0,655.0,238.0,109.0,207.0,10731.0,-2.383334849,1.176,Train,151
2015,63232.0,95.0,0.150466446,16.0,17.0,338.0,670.0,220.0,109.0,416.0,10447.0,-2.646538067,1.525,Train,151
2016,63308.0,76.0,0.120192308,16.0,17.0,352.0,617.0,234.0,111.0,308.0,10167.0,-2.680195271,1.89,Train,151
2017,62763.0,-545.0,-0.860870664,16.0,17.0,294.0,696.0,189.0,117.0,-141.0,9815.0,-3.462181568,2.803,Train,151
2018,62455.0,-308.0,-0.490734987,16.0,17.0,266.0,719.0,197.0,129.0,137.0,9630.0,-1.884870097,2.701,Predict,151
2014,63137.0,-40.0,-0.063314181,16.0,17.0,376.0,655.0,238.0,109.0,207.0,10731.0,-2.383334849,1.176,Train,152
2015,63232.0,95.0,0.150466446,16.0,17.0,338.0,670.0,220.0,109.0,416.0,10447.0,-2.646538067,1.525,Train,152
2016,63308.0,76.0,0.120192308,16.0,17.0,352.0,617.0,234.0,111.0,308.0,10167.0,-2.680195271,1.89,Train,152
2017,62763.0,-545.0,-0.860870664,16.0,17.0,294.0,696.0,189.0,117.0,-141.0,9815.0,-3.462181568,2.803,Train,152
2018,62455.0,-308.0,-0.490734987,16.0,17.0,266.0,719.0,197.0,129.0,137.0,9630.0,-1.884870097,2.701,Train,152
2019,62179.0,-276.0,-0.441918181,16.0,17.0,238.0,669.0,203.0,121.0,159.0,9378.0,-2.61682243,2.063,Predict,152
2015,63232.0,95.0,0.150466446,16.0,17.0,338.0,670.0,220.0,109.0,416.0,10447.0,-2.646538067,1.525,Train,153
2016,63308.0,76.0,0.120192308,16.0,17.0,352.0,617.0,234.0,111.0,308.0,10167.0,-2.680195271,1.89,Train,153
2017,62763.0,-545.0,-0.860870664,16.0,17.0,294.0,696.0,189.0,117.0,-141.0,9815.0,-3.462181568,2.803,Train,153
2018,62455.0,-308.0,-0.490734987,16.0,17.0,266.0,719.0,197.0,129.0,137.0,9630.0,-1.884870097,2.701,Train,153
2019,62179.0,-276.0,-0.441918181,16.0,17.0,238.0,669.0,203.0,121.0,159.0,9378.0,-2.61682243,2.063,Train,153
2020,61502.0,-677.0,-1.088792036,16.0,17.0,238.0,713.0,168.0,109.0,-211.0,9194.0,-1.962038814,1.401,Predict,153
2013,56369.0,-537.0,85.43654188,18.0,19.0,378.0,617.0,292.0,161.0,-308.0,7917.0,-2.57199114,1.027,Train,154
2014,55916.0,-453.0,84.73025207,18.0,19.0,349.0,630.0,276.0,132.0,-211.0,7688.0,-2.892509789,2.265,Train,154
2015,55284.0,-632.0,83.91217565,18.0,19.0,315.0,673.0,254.0,152.0,-299.0,7399.0,-3.759105099,2.005,Train,154
2016,54703.0,-581.0,81.65305174,18.0,19.0,273.0,676.0,214.0,150.0,-217.0,7209.0,-2.567914583,1.87,Train,154
2017,54060.0,-643.0,80.02597489,18.0,19.0,229.0,657.0,183.0,133.0,-213.0,7049.0,-2.219447912,2.777,Train,154
2018,53243.0,-817.0,89.18064241,18.0,19.0,207.0,694.0,162.0,117.0,-329.0,6771.0,-3.943821819,2.166,Predict,154
2014,55916.0,-453.0,84.73025207,18.0,19.0,349.0,630.0,276.0,132.0,-211.0,7688.0,-2.892509789,2.265,Train,155
2015,55284.0,-632.0,83.91217565,18.0,19.0,315.0,673.0,254.0,152.0,-299.0,7399.0,-3.759105099,2.005,Train,155
2016,54703.0,-581.0,81.65305174,18.0,19.0,273.0,676.0,214.0,150.0,-217.0,7209.0,-2.567914583,1.87,Train,155
2017,54060.0,-643.0,80.02597489,18.0,19.0,229.0,657.0,183.0,133.0,-213.0,7049.0,-2.219447912,2.777,Train,155
2018,53243.0,-817.0,89.18064241,18.0,19.0,207.0,694.0,162.0,117.0,-329.0,6771.0,-3.943821819,2.166,Train,155
2019,52276.0,-967.0,91.76815847,18.0,19.0,158.0,633.0,146.0,139.0,-499.0,6643.0,-1.890415005,1.275,Predict,155
2015,55284.0,-632.0,83.91217565,18.0,19.0,315.0,673.0,254.0,152.0,-299.0,7399.0,-3.759105099,2.005,Train,156
2016,54703.0,-581.0,81.65305174,18.0,19.0,273.0,676.0,214.0,150.0,-217.0,7209.0,-2.567914583,1.87,Train,156
2017,54060.0,-643.0,80.02597489,18.0,19.0,229.0,657.0,183.0,133.0,-213.0,7049.0,-2.219447912,2.777,Train,156
2018,53243.0,-817.0,89.18064241,18.0,19.0,207.0,694.0,162.0,117.0,-329.0,6771.0,-3.943821819,2.166,Train,156
2019,52276.0,-967.0,91.76815847,18.0,19.0,158.0,633.0,146.0,139.0,-499.0,6643.0,-1.890415005,1.275,Train,156
2020,51361.0,-915.0,91.95350749,18.0,19.0,137.0,640.0,112.0,141.0,-419.0,6482.0,-2.423603793,1.106,Predict,156
2013,522049.0,8789.0,1.712387484,90.0,58.0,5060.0,2124.0,3320.0,1240.0,5682.0,116446.0,-0.510068949,1.725,Train,157
2014,527240.0,5191.0,0.994351105,88.0,57.0,5287.0,2126.0,3123.0,1290.0,1898.0,114363.0,-1.788811982,2.17,Train,157
2015,528865.0,1625.0,0.308208785,87.0,58.0,5182.0,2223.0,2901.0,1241.0,-1469.0,111518.0,-2.487692698,2.598,Train,157
2016,529422.0,557.0,0.105319883,92.0,58.0,4700.0,2179.0,2750.0,1282.0,-2200.0,108706.0,-2.521566025,3.027,Train,157
2017,532132.0,2710.0,0.511878993,92.0,58.0,3995.0,2293.0,2578.0,1286.0,927.0,106294.0,-2.218828768,3.737,Train,157
2018,533672.0,1540.0,0.289401878,91.0,58.0,3433.0,2457.0,2489.0,1268.0,415.0,104159.0,-2.008579976,3.602,Predict,157
2014,527240.0,5191.0,0.994351105,88.0,57.0,5287.0,2126.0,3123.0,1290.0,1898.0,114363.0,-1.788811982,2.17,Train,158
2015,528865.0,1625.0,0.308208785,87.0,58.0,5182.0,2223.0,2901.0,1241.0,-1469.0,111518.0,-2.487692698,2.598,Train,158
2016,529422.0,557.0,0.105319883,92.0,58.0,4700.0,2179.0,2750.0,1282.0,-2200.0,108706.0,-2.521566025,3.027,Train,158
2017,532132.0,2710.0,0.511878993,92.0,58.0,3995.0,2293.0,2578.0,1286.0,927.0,106294.0,-2.218828768,3.737,Train,158
2018,533672.0,1540.0,0.289401878,91.0,58.0,3433.0,2457.0,2489.0,1268.0,415.0,104159.0,-2.008579976,3.602,Train,158
2019,542455.0,8783.0,1.645767438,91.0,58.0,3431.0,2425.0,2425.0,1313.0,7629.0,102334.0,-1.752128957,1.244,Predict,158
2015,528865.0,1625.0,0.308208785,87.0,58.0,5182.0,2223.0,2901.0,1241.0,-1469.0,111518.0,-2.487692698,2.598,Train,159
2016,529422.0,557.0,0.105319883,92.0,58.0,4700.0,2179.0,2750.0,1282.0,-2200.0,108706.0,-2.521566025,3.027,Train,159
2017,532132.0,2710.0,0.511878993,92.0,58.0,3995.0,2293.0,2578.0,1286.0,927.0,106294.0,-2.218828768,3.737,Train,159
2018,533672.0,1540.0,0.289401878,91.0,58.0,3433.0,2457.0,2489.0,1268.0,415.0,104159.0,-2.008579976,3.602,Train,159
2019,542455.0,8783.0,1.645767438,91.0,58.0,3431.0,2425.0,2425.0,1313.0,7629.0,102334.0,-1.752128957,1.244,Train,159
2020,542338.0,-117.0,-0.021568609,90.0,59.0,2995.0,2515.0,2185.0,1229.0,-721.0,99859.0,-2.418551019,0.87,Predict,159
2013,47244.0,-979.0,-2.030151587,10.0,13.0,155.0,656.0,160.0,93.0,-482.0,6219.0,-5.457585892,0.699,Train,160
2014,46638.0,-606.0,-1.282702565,10.0,13.0,192.0,679.0,159.0,76.0,-140.0,5944.0,-4.421932787,2.406,Train,160
2015,45865.0,-773.0,-1.657446717,10.0,13.0,182.0,737.0,134.0,89.0,-244.0,5657.0,-4.828398385,2.214,Train,160
2016,45129.0,-736.0,-1.604709473,10.0,13.0,140.0,722.0,121.0,80.0,-152.0,5391.0,-4.702138943,2.448,Train,160
2017,44642.0,-487.0,-1.07912872,10.0,13.0,125.0,716.0,122.0,80.0,85.0,5139.0,-4.674457429,3.635,Train,160
2018,43990.0,-652.0,-1.460508042,10.0,13.0,107.0,733.0,116.0,64.0,-41.0,4823.0,-6.149056237,4.513,Predict,160
2014,46638.0,-606.0,-1.282702565,10.0,13.0,192.0,679.0,159.0,76.0,-140.0,5944.0,-4.421932787,2.406,Train,161
2015,45865.0,-773.0,-1.657446717,10.0,13.0,182.0,737.0,134.0,89.0,-244.0,5657.0,-4.828398385,2.214,Train,161
2016,45129.0,-736.0,-1.604709473,10.0,13.0,140.0,722.0,121.0,80.0,-152.0,5391.0,-4.702138943,2.448,Train,161
2017,44642.0,-487.0,-1.07912872,10.0,13.0,125.0,716.0,122.0,80.0,85.0,5139.0,-4.674457429,3.635,Train,161
2018,43990.0,-652.0,-1.460508042,10.0,13.0,107.0,733.0,116.0,64.0,-41.0,4823.0,-6.149056237,4.513,Train,161
2019,43622.0,-368.0,-0.836553762,10.0,13.0,118.0,702.0,118.0,68.0,215.0,4819.0,-0.082935932,2.755,Predict,161
2015,45865.0,-773.0,-1.657446717,10.0,13.0,182.0,737.0,134.0,89.0,-244.0,5657.0,-4.828398385,2.214,Train,162
2016,45129.0,-736.0,-1.604709473,10.0,13.0,140.0,722.0,121.0,80.0,-152.0,5391.0,-4.702138943,2.448,Train,162
2017,44642.0,-487.0,-1.07912872,10.0,13.0,125.0,716.0,122.0,80.0,85.0,5139.0,-4.674457429,3.635,Train,162
2018,43990.0,-652.0,-1.460508042,10.0,13.0,107.0,733.0,116.0,64.0,-41.0,4823.0,-6.149056237,4.513,Train,162
2019,43622.0,-368.0,-0.836553762,10.0,13.0,118.0,702.0,118.0,68.0,215.0,4819.0,-0.082935932,2.755,Train,162
2020,42958.0,-664.0,-1.522167714,10.0,13.0,105.0,710.0,91.0,90.0,-66.0,4636.0,-3.797468354,2.024,Predict,162
2013,108342.0,-413.0,-0.379752655,29.0,22.0,561.0,1046.0,470.0,210.0,23.0,16781.0,-3.095224346,1.302,Train,163
2014,107765.0,-577.0,-0.532572779,28.0,21.0,562.0,1150.0,434.0,209.0,19.0,16139.0,-3.825755319,1.538,Train,163
2015,107896.0,131.0,0.121560804,27.0,21.0,617.0,1122.0,501.0,229.0,579.0,15374.0,-4.740070636,2.086,Train,163
2016,108354.0,458.0,0.424482835,25.0,21.0,638.0,1135.0,390.0,205.0,913.0,14828.0,-3.551450501,2.07,Train,163
2017,107898.0,-456.0,-0.420842793,25.0,21.0,627.0,1094.0,356.0,203.0,0.0,14237.0,-3.985702725,4.054,Train,163
2018,106744.0,-1154.0,-1.069528629,25.0,21.0,468.0,1198.0,338.0,202.0,-381.0,13582.0,-4.600688347,5.327,Predict,163
2014,107765.0,-577.0,-0.532572779,28.0,21.0,562.0,1150.0,434.0,209.0,19.0,16139.0,-3.825755319,1.538,Train,164
